SM,ST,Temp,Humidity,SR,Rain,PSM
76,70.8,78.8,40.1,16.42,0,75.9924
76,70.8,78.8,40.2,16.42,0,75.9924
76,70.8,78.8,40.4,16.32,0,75.9924
76.1,70.62,78.62,40.3,16.42,0,76.09239
76.1,70.8,78.8,40.3,16.42,0,76.09239
76.1,70.8,78.8,41.4,16.42,0,76.09239
76.1,70.8,78.8,41.2,16.42,0,76.09239
76,70.62,78.62,40.9,16.42,0,75.9924
76.1,70.8,78.8,40.7,16.42,0,76.09239
76,70.62,78.62,40.7,16.32,0,75.9924
76,70.62,78.62,40.8,16.42,0,75.9924
76,70.8,78.8,40.8,16.42,0,75.9924
76.1,70.62,78.62,41,16.23,0,76.09239
76,70.8,78.8,40.9,16.42,0,75.9924
76.1,70.8,78.8,41.1,16.42,0,76.09239
76,70.8,78.8,41.1,16.42,0,75.9924
76,70.62,78.62,41.3,16.42,0,75.9924
76.1,70.62,78.62,41.3,16.42,0,76.09239
76,70.8,78.8,41.2,16.52,0,75.9924
76.1,70.62,78.62,41.4,16.42,0,76.09239
76,70.62,78.62,41.2,16.62,0,75.9924
76.1,70.62,78.62,41.3,16.52,0,76.09239
76,70.62,78.62,41.4,16.62,0,75.9924
76,70.62,78.62,41.3,16.72,0,75.9924
76.1,70.62,78.62,41.4,16.13,0,76.09239
76.2,70.62,78.62,41.4,16.32,0,76.19238
76,70.62,78.62,41.4,16.32,0,75.9924
76.1,70.62,78.62,41.5,16.23,0,76.09239
76.1,70.62,78.62,41.5,16.32,0,76.09239
76.1,70.62,78.62,41.3,16.23,0,76.09239
76,70.62,78.62,41.3,16.32,0,75.9924
76.2,70.62,78.62,41.4,16.23,0,76.19238
76.1,70.62,78.62,41.3,16.32,0,76.09239
76.1,70.62,78.62,41.4,16.32,0,76.09239
76.1,70.8,78.8,41.3,16.23,0,76.09239
76.1,70.8,78.8,41.3,16.32,0,76.09239
76,70.62,78.62,41.4,16.23,0,75.9924
76.1,70.8,78.8,41.4,16.32,0,76.09239
76.1,70.8,78.8,41.5,16.32,0,76.09239
76,70.62,78.62,41.5,16.23,0,75.9924
76.1,70.8,78.8,41.5,16.23,0,76.09239
76,70.8,78.8,41.5,8.7,0,75.9924
76,70.8,78.8,41.5,9.09,0,75.9924
76,70.8,78.8,41.8,9.87,0,75.9924
76.1,70.8,78.8,42.4,9.58,0,76.09239
76,70.8,78.8,42.2,12.81,0,75.9924
76.1,70.8,78.8,41.8,10.95,0,76.09239
76.1,70.8,78.8,41.6,9.68,0,76.09239
76.1,70.98,78.98,41.8,15.25,0,76.09239
76.1,70.98,78.98,41.6,10.56,0,76.09239
76.1,70.98,78.98,41.4,16.13,0,76.09239
76.1,70.98,78.98,41.7,8.21,0,76.09239
76.1,70.98,78.98,41.7,8.99,0,76.09239
76,71.16,79.16,41.6,15.64,0,75.9924
76.41,71.16,79.16,41.6,12.32,0,76.402359
76.31,71.16,79.16,43.3,16.13,0,76.302369
76.41,71.16,79.16,42.6,15.25,0,76.402359
76.41,71.16,79.16,41.9,11.14,0,76.402359
77.52,71.16,79.16,41.7,14.37,0,77.512248
76.31,71.16,79.16,41.5,8.21,0,76.302369
76.31,71.16,79.16,42,8.21,0,76.302369
76.2,71.16,79.16,42.1,8.11,0,76.19238
76.31,71.16,79.16,41.7,8.7,0,76.302369
76.31,71.16,79.16,42.1,9.87,0,76.302369
76.31,71.16,79.16,41.7,8.5,0,76.302369
76.31,71.16,79.16,41.6,8.21,0,76.302369
76.2,71.16,79.16,41.5,8.31,0,76.19238
76.31,71.16,79.16,41.3,8.31,0,76.302369
76.31,71.16,79.16,41.2,11.14,0,76.302369
76.31,71.16,79.16,41.9,8.21,0,76.302369
76.31,71.16,79.16,42.4,8.31,0,76.302369
76.31,71.16,79.16,42.2,8.21,0,76.302369
75.7,71.16,79.16,41.6,10.46,0,75.69243
76.2,71.16,79.16,41.4,9.09,0,76.19238
76.31,71.16,79.16,41.4,10.36,0,76.302369
76.2,71.16,79.16,41.2,7.14,0,76.19238
76.2,71.16,79.16,41.1,8.11,0,76.19238
76.31,71.16,79.16,41,8.11,0,76.302369
76.31,71.16,79.16,40.9,8.02,0,76.302369
76.2,71.16,79.16,40.8,8.02,0,76.19238
76.31,71.16,79.16,40.7,8.21,0,76.302369
76.31,71.16,79.16,40.7,8.02,0,76.302369
76.2,71.16,79.16,40.6,8.02,0,76.19238
76.2,71.16,79.16,40.6,8.11,0,76.19238
76.31,71.16,79.16,40.6,7.23,0,76.302369
76.2,71.16,79.16,40.6,8.31,0,76.19238
76.2,71.16,79.16,40.5,16.62,0,76.19238
76.31,71.16,79.16,40.6,16.52,0,76.302369
76.41,71.16,79.16,40.6,16.52,0,76.402359
76.31,71.16,79.16,40.5,16.42,0,76.302369
76.31,71.16,79.16,40.5,16.52,0,76.302369
76.61,71.16,79.16,40.4,16.62,0,76.602339
76.31,71.16,79.16,40.4,16.62,0,76.302369
76.2,71.16,79.16,40.5,16.42,0,76.19238
76.2,71.16,79.16,40.4,16.42,0,76.19238
76.31,71.16,79.16,40.4,16.52,0,76.302369
76.2,71.16,79.16,40.6,16.32,0,76.19238
76.31,71.16,79.16,40.3,16.42,0,76.302369
76.2,71.16,79.16,40.2,16.42,0,76.19238
76.31,71.16,79.16,40.4,16.42,0,76.302369
76.31,71.16,79.16,40.5,16.32,0,76.302369
76.2,71.16,79.16,40.5,16.52,0,76.19238
76.41,71.16,79.16,40.7,16.42,0,76.402359
76.41,71.16,79.16,40.6,16.42,0,76.402359
76.31,71.16,79.16,40.7,16.42,0,76.302369
76.31,71.16,79.16,40.8,16.42,0,76.302369
76.2,71.16,79.16,40.8,16.42,0,76.19238
76.31,71.16,79.16,40.9,16.42,0,76.302369
76.31,71.16,79.16,40.9,16.62,0,76.302369
76.2,71.16,79.16,41.1,16.42,0,76.19238
76.31,71.16,79.16,41.3,16.52,0,76.302369
76.31,70.98,78.98,41.5,16.42,0,76.302369
76.31,70.98,78.98,41.6,16.52,0,76.302369
76.2,70.98,78.98,41.7,16.42,0,76.19238
76.31,70.98,78.98,41.8,16.52,0,76.302369
76.31,70.98,78.98,41.7,16.52,0,76.302369
76.2,70.98,78.98,41.9,16.42,0,76.19238
76.31,70.98,78.98,41.9,16.81,0,76.302369
76.31,70.8,78.8,42,16.81,0,76.302369
76.2,70.8,78.8,42,16.81,0,76.19238
76.2,70.8,78.8,42.1,16.62,0,76.19238
76.31,70.8,78.8,42.2,16.81,0,76.302369
76.31,70.8,78.8,42.3,16.81,0,76.302369
76.31,70.8,78.8,42.4,16.81,0,76.302369
76.31,70.8,78.8,42.5,16.81,0,76.302369
76.31,70.8,78.8,42.7,16.72,0,76.302369
76.31,70.8,78.8,42.8,16.81,0,76.302369
76.31,70.62,78.62,42.6,16.72,0,76.302369
76.41,70.62,78.62,42.6,16.72,0,76.402359
76.31,70.62,78.62,42.6,16.81,0,76.302369
76.31,70.62,78.62,42.7,16.72,0,76.302369
76.31,70.62,78.62,42.7,16.81,0,76.302369
76.31,70.62,78.62,42.8,16.72,0,76.302369
76.2,70.62,78.62,42.8,16.81,0,76.19238
76.31,70.62,78.62,42.8,16.62,0,76.302369
76.31,70.62,78.62,42.7,16.91,0,76.302369
76.41,70.62,78.62,42.8,16.72,0,76.402359
76.2,70.62,78.62,42.7,16.81,0,76.19238
76.1,70.62,78.62,42.8,16.72,0,76.09239
76.2,70.62,78.62,42.6,16.72,0,76.19238
76.31,70.62,78.62,42.5,16.72,0,76.302369
76.31,70.8,78.8,42.5,16.72,0,76.302369
76.41,70.8,78.8,42.3,16.72,0,76.402359
76.31,70.8,78.8,42.4,16.72,0,76.302369
76.2,70.8,78.8,42.4,16.81,0,76.19238
76.2,70.8,78.8,42.3,16.62,0,76.19238
76.31,70.8,78.8,42.2,16.62,0,76.302369
76.31,70.8,78.8,42.3,16.72,0,76.302369
76.1,70.8,78.8,42.5,16.62,0,76.09239
76.31,70.8,78.8,42.4,16.62,0,76.302369
76.2,70.8,78.8,42.2,16.72,0,76.19238
76.31,70.62,78.62,42.2,16.72,0,76.302369
76.31,70.8,78.8,42.2,16.72,0,76.302369
76.31,70.62,78.62,42.1,16.72,0,76.302369
76.31,70.62,78.62,42.2,16.81,0,76.302369
76.41,70.62,78.62,42.1,16.72,0,76.402359
76.41,70.62,78.62,42,16.72,0,76.402359
76.31,70.62,78.62,42,16.62,0,76.302369
76.31,70.62,78.62,42,16.72,0,76.302369
76.31,70.62,78.62,42.1,16.62,0,76.302369
76.41,70.62,78.62,42.2,16.81,0,76.402359
76.41,70.62,78.62,42.2,16.72,0,76.402359
76.31,70.62,78.62,42.1,16.81,0,76.302369
75.7,70.62,78.62,42.1,16.72,0,75.69243
76.2,70.8,78.8,42.1,16.72,0,76.19238
76.31,70.62,78.62,42,16.81,0,76.302369
76.41,70.62,78.62,42.1,16.81,0,76.402359
76.41,70.44,78.44,42.1,16.72,0,76.402359
76.41,70.44,78.44,42,16.81,0,76.402359
76.31,70.44,78.44,42,16.72,0,76.302369
76.41,70.44,78.44,42,15.15,0,76.402359
76.41,70.44,78.44,42,16.72,0,76.402359
76.41,70.44,78.44,42,16.52,0,76.402359
76.41,70.44,78.44,42,16.62,0,76.402359
76.31,70.44,78.44,42.1,16.62,0,76.302369
76.31,70.44,78.44,42,16.52,0,76.302369
76.31,70.44,78.44,41.9,16.42,0,76.302369
76.41,70.44,78.44,41.9,16.23,0,76.402359
76.31,70.44,78.44,41.9,16.23,0,76.302369
76.41,70.62,78.62,41.8,16.42,0,76.402359
76.31,70.62,78.62,41.8,16.52,0,76.302369
76.31,70.62,78.62,41.7,16.32,0,76.302369
76.31,70.62,78.62,41.6,16.42,0,76.302369
76.31,70.62,78.62,41.7,16.42,0,76.302369
76.41,70.62,78.62,41.6,16.32,0,76.402359
76.41,70.62,78.62,41.7,16.32,0,76.402359
76.41,70.62,78.62,41.6,16.42,0,76.402359
76.31,70.62,78.62,41.5,16.32,0,76.302369
76.31,70.8,78.8,41.5,16.23,0,76.302369
76.41,70.8,78.8,41.5,16.32,0,76.402359
76.31,70.8,78.8,41.5,16.32,0,76.302369
76.41,70.8,78.8,41.4,16.42,0,76.402359
76.41,70.8,78.8,41.5,16.42,0,76.402359
76.41,70.8,78.8,41.4,16.32,0,76.402359
76.41,70.8,78.8,41.4,16.23,0,76.402359
76.41,70.8,78.8,41.3,16.32,0,76.402359
76.41,70.8,78.8,41.3,16.23,0,76.402359
76.41,70.8,78.8,41.2,16.03,0,76.402359
76.41,70.8,78.8,41.5,16.13,0,76.402359
76.31,70.8,78.8,41.4,16.23,0,76.302369
76.51,70.8,78.8,41.4,16.13,0,76.502349
76.41,70.8,78.8,41.2,16.23,0,76.402359
76.51,70.8,78.8,41.2,16.23,0,76.502349
76.41,70.8,78.8,41.1,16.23,0,76.402359
76.31,70.8,78.8,41,16.62,0,76.302369
76.41,70.8,78.8,41.1,16.72,0,76.402359
76.41,70.8,78.8,41,16.62,0,76.402359
76.51,70.8,78.8,41.1,16.62,0,76.502349
76.41,70.8,78.8,41.1,16.42,0,76.402359
76.41,70.8,78.8,41.2,16.32,0,76.402359
76.41,70.8,78.8,41.2,16.42,0,76.402359
76.41,70.8,78.8,41.3,16.42,0,76.402359
76.31,70.8,78.8,41.4,16.42,0,76.302369
76.51,70.8,78.8,41.3,16.32,0,76.502349
76.41,70.8,78.8,41.3,15.74,0,76.402359
76.31,70.8,78.8,41.2,16.32,0,76.302369
76.51,70.8,78.8,41.2,16.32,0,76.502349
76.41,70.8,78.8,41.1,16.32,0,76.402359
76.41,70.8,78.8,41,16.23,0,76.402359
76.41,70.98,78.98,40.8,16.23,0,76.402359
76.51,70.8,78.8,40.8,16.32,0,76.502349
76.41,70.98,78.98,40.9,16.42,0,76.402359
76.41,70.98,78.98,40.8,16.32,0,76.402359
76.51,70.98,78.98,40.7,16.62,0,76.502349
76.41,70.98,78.98,40.8,16.62,0,76.402359
76.41,70.98,78.98,40.9,16.52,0,76.402359
76.31,70.98,78.98,40.9,16.52,0,76.302369
76.41,70.98,78.98,40.8,16.42,0,76.402359
76.41,70.98,78.98,40.8,16.52,0,76.402359
76.41,70.8,78.8,40.9,16.52,0,76.402359
76.41,70.8,78.8,40.9,16.42,0,76.402359
76.51,70.8,78.8,40.9,16.42,0,76.502349
76.31,70.8,78.8,40.9,16.42,0,76.302369
76.51,70.8,78.8,40.8,16.42,0,76.502349
76.41,70.8,78.8,40.8,16.32,0,76.402359
76.51,70.8,78.8,40.8,16.52,0,76.502349
76.41,70.8,78.8,40.7,16.62,0,76.402359
76.51,70.8,78.8,40.7,16.42,0,76.502349
76.51,70.8,78.8,40.7,16.13,0,76.502349
76.41,70.8,78.8,40.7,16.13,0,76.402359
76.51,70.8,78.8,40.6,16.72,0,76.502349
76.41,70.8,78.8,40.6,16.72,0,76.402359
76.61,70.8,78.8,40.6,16.72,0,76.602339
76.51,70.8,78.8,40.5,16.72,0,76.502349
76.41,70.8,78.8,40.6,16.81,0,76.402359
76.51,70.62,78.62,40.5,16.62,0,76.502349
76.41,70.62,78.62,40.5,16.72,0,76.402359
76.51,70.62,78.62,40.5,16.72,0,76.502349
76.41,70.62,78.62,40.4,16.72,0,76.402359
76.51,70.62,78.62,40.4,16.72,0,76.502349
76.41,70.62,78.62,40.4,16.62,0,76.402359
76.51,70.62,78.62,40.4,16.62,0,76.502349
76.61,70.62,78.62,40.3,16.62,0,76.602339
76.41,70.62,78.62,40.3,16.72,0,76.402359
76.51,70.62,78.62,40.3,16.62,0,76.502349
76.51,70.8,78.8,40.3,16.72,0,76.502349
76.41,70.8,78.8,40.2,16.62,0,76.402359
76.41,70.8,78.8,40.2,16.81,0,76.402359
76.51,70.62,78.62,40.2,16.72,0,76.502349
76.41,70.62,78.62,40.1,16.62,0,76.402359
76.51,70.8,78.8,40.1,16.62,0,76.502349
76.51,70.62,78.62,40.2,16.62,0,76.502349
76.51,70.62,78.62,40.1,16.72,0,76.502349
76.41,70.62,78.62,40,16.72,0,76.402359
76.51,70.62,78.62,40.1,16.62,0,76.502349
76.61,70.62,78.62,40.1,16.72,0,76.602339
76.51,70.62,78.62,40,16.62,0,76.502349
76.41,70.62,78.62,40.1,16.72,0,76.402359
76.61,70.62,78.62,40,16.72,0,76.602339
76.41,70.62,78.62,39.9,16.72,0,76.402359
76.51,70.62,78.62,39.9,16.62,0,76.502349
76.51,70.62,78.62,39.8,16.72,0,76.502349
76.51,70.62,78.62,39.9,16.72,0,76.502349
76.41,70.62,78.62,39.9,16.62,0,76.402359
76.51,70.62,78.62,39.7,16.62,0,76.502349
76.61,70.62,78.62,39.8,16.72,0,76.602339
76.41,70.62,78.62,39.8,16.62,0,76.402359
76.41,70.62,78.62,39.8,16.72,0,76.402359
76.41,70.62,78.62,40,16.62,0,76.402359
76.31,70.62,78.62,39.9,16.62,0,76.302369
76.51,70.62,78.62,39.7,16.72,0,76.502349
77.72,70.62,78.62,39.8,16.72,0,77.712228
76.61,70.62,78.62,39.7,16.72,0,76.602339
76.61,70.62,78.62,39.7,16.62,0,76.602339
76.31,70.62,78.62,39.7,16.62,0,76.302369
76.51,70.62,78.62,39.8,16.62,0,76.502349
76.51,70.62,78.62,39.8,16.81,0,76.502349
76.61,70.62,78.62,39.8,16.62,0,76.602339
76.41,70.44,78.44,39.7,14.76,0,76.402359
76.51,70.62,78.62,39.7,16.32,0,76.502349
76.51,70.62,78.62,40.1,16.32,0,76.502349
76.51,70.62,78.62,40.5,16.42,0,76.502349
76.51,70.44,78.44,40.5,16.42,0,76.502349
76.51,70.44,78.44,40.3,16.42,0,76.502349
76.51,70.44,78.44,40,16.42,0,76.502349
76.51,70.44,78.44,40,16.32,0,76.502349
76.51,70.44,78.44,40,16.52,0,76.502349
76.41,70.44,78.44,39.9,16.32,0,76.402359
76.61,70.44,78.44,39.9,16.52,0,76.602339
76.51,70.44,78.44,39.8,16.52,0,76.502349
76.51,70.44,78.44,39.8,16.42,0,76.502349
76.41,70.44,78.44,39.9,16.52,0,76.402359
76.51,70.62,78.62,39.8,16.23,0,76.502349
76.51,70.44,78.44,40,16.23,0,76.502349
76.61,70.44,78.44,40.1,16.32,0,76.602339
76.51,70.44,78.44,40.1,16.42,0,76.502349
76.51,70.44,78.44,39.9,16.42,0,76.502349
76.51,70.62,78.62,39.9,16.52,0,76.502349
76.51,70.62,78.62,39.9,16.32,0,76.502349
76.51,70.62,78.62,39.8,16.42,0,76.502349
76.71,70.62,78.62,39.7,16.42,0,76.702329
76.61,70.62,78.62,39.8,16.42,0,76.602339
76.61,70.44,78.44,39.7,8.21,0,76.602339
76.51,70.44,78.44,39.7,8.41,0,76.502349
76.41,70.44,78.44,40.1,8.5,0,76.402359
76.51,70.44,78.44,40.2,8.6,0,76.502349
76.61,70.44,78.44,40,16.32,0,76.602339
76.61,70.44,78.44,40.5,16.42,0,76.602339
76.51,70.44,78.44,40.4,16.42,0,76.502349
76.61,70.44,78.44,39.9,16.42,0,76.602339
76.61,70.62,78.62,39.8,16.32,0,76.602339
76.61,70.62,78.62,39.9,16.42,0,76.602339
76.51,70.62,78.62,40.1,16.52,0,76.502349
76.71,70.62,78.62,39.8,16.52,0,76.702329
76.61,70.62,78.62,39.7,16.52,0,76.602339
76.61,70.62,78.62,40.7,16.52,0,76.602339
76.61,70.62,78.62,40.1,15.35,0,76.602339
76.61,70.62,78.62,40,15.44,0,76.602339
76.61,70.62,78.62,40.8,15.54,0,76.602339
76.61,70.62,78.62,40.5,15.44,0,76.602339
76.61,70.62,78.62,39.9,15.44,0,76.602339
76.61,70.62,78.62,39.7,15.35,0,76.602339
76.51,70.62,78.62,39.6,15.44,0,76.502349
76.61,70.62,78.62,39.6,15.44,0,76.602339
76.61,70.62,78.62,39.5,15.35,0,76.602339
76.51,70.62,78.62,39.5,15.44,0,76.502349
76.61,70.44,78.44,39.6,15.35,0,76.602339
76.61,70.62,78.62,39.5,15.44,0,76.602339
76.61,70.44,78.44,39.5,15.44,0,76.602339
76.61,70.62,78.62,39.5,15.54,0,76.602339
76.61,70.44,78.44,39.6,15.54,0,76.602339
76.51,70.44,78.44,39.6,15.44,0,76.502349
76.51,70.44,78.44,39.6,15.35,0,76.502349
76.41,70.44,78.44,39.5,15.44,0,76.402359
76.61,70.44,78.44,39.5,16.52,0,76.602339
76.61,70.44,78.44,39.6,16.42,0,76.602339
76.61,70.44,78.44,40.3,16.52,0,76.602339
76.71,70.44,78.44,40.1,16.42,0,76.702329
76.61,70.44,78.44,39.8,16.52,0,76.602339
76.61,70.44,78.44,39.5,14.57,0,76.602339
76.61,70.44,78.44,39.6,9.09,0,76.602339
76.51,70.44,78.44,39.5,8.02,0,76.502349
76.61,70.44,78.44,39.5,9.09,0,76.602339
76.61,70.44,78.44,39.5,11.05,0,76.602339
76.61,70.44,78.44,39.6,7.33,0,76.602339
76.61,70.44,78.44,39.6,7.04,0,76.602339
76.61,70.44,78.44,39.5,7.04,0,76.602339
76.51,70.62,78.62,39.5,7.14,0,76.502349
76.51,70.62,78.62,39.5,7.72,0,76.502349
76.61,70.44,78.44,39.4,7.82,0,76.602339
76.91,70.62,78.62,39.4,8.7,0,76.902309
76.71,70.62,78.62,40.1,8.7,0,76.702329
76.51,70.44,78.44,39.7,8.7,0,76.502349
76.61,70.44,78.44,39.5,8.7,0,76.602339
76.61,70.44,78.44,39.5,8.9,0,76.602339
76.51,70.44,78.44,39.4,8.99,0,76.502349
76.71,70.44,78.44,39.4,10.85,0,76.702329
76.51,70.44,78.44,39.5,8.8,0,76.502349
76.51,70.44,78.44,39.4,8.8,0,76.502349
76.61,70.44,78.44,39.4,8.8,0,76.602339
76.61,70.44,78.44,39.5,8.8,0,76.602339
76.61,70.44,78.44,39.5,9.58,0,76.602339
76.61,70.44,78.44,39.6,10.07,0,76.602339
76.41,70.26,78.26,39.5,9.19,0,76.402359
76.71,70.44,78.44,39.5,9.38,0,76.702329
76.61,70.44,78.44,39.5,10.75,0,76.602339
76.61,70.44,78.44,39.5,9.48,0,76.602339
76.61,70.44,78.44,39.5,10.85,0,76.602339
76.61,70.44,78.44,39.8,11.24,0,76.602339
76.61,70.44,78.44,39.7,11.53,0,76.602339
76.51,70.62,78.62,39.4,11.14,0,76.502349
76.61,70.62,78.62,39.4,10.56,0,76.602339
76.61,70.62,78.62,39.5,9.68,0,76.602339
76.61,70.62,78.62,39.3,9.87,0,76.602339
76.61,70.62,78.62,39.3,9.29,0,76.602339
76.71,70.62,78.62,39.2,8.6,0,76.702329
76.71,70.62,78.62,40.8,16.42,0,76.702329
76.71,70.62,78.62,40.1,16.52,0,76.702329
76.61,70.62,78.62,39.5,16.42,0,76.602339
76.51,70.62,78.62,39.3,8.8,0,76.502349
76.61,70.62,78.62,39.3,8.8,0,76.602339
76.61,70.62,78.62,39.2,9.09,0,76.602339
76.61,70.62,78.62,39.2,8.99,0,76.602339
76.71,70.44,78.44,39.2,9.29,0,76.702329
76.61,70.44,78.44,39.2,16.42,0,76.602339
76.61,70.62,78.62,39.3,14.86,0,76.602339
76.61,70.44,78.44,39.4,14.17,0,76.602339
76.61,70.44,78.44,39.3,15.93,0,76.602339
76.71,70.44,78.44,39.3,15.44,0,76.702329
76.61,70.44,78.44,39.2,14.57,0,76.602339
76.61,70.44,78.44,39.3,13.2,0,76.602339
76.71,70.44,78.44,39.4,13.88,0,76.702329
76.61,70.44,78.44,39.3,13.49,0,76.602339
76.61,70.44,78.44,39.3,16.03,0,76.602339
76.61,70.44,78.44,39.2,13.78,0,76.602339
76.61,70.44,78.44,39.4,15.84,0,76.602339
76.61,70.44,78.44,39.5,16.03,0,76.602339
76.71,70.44,78.44,39.5,16.13,0,76.702329
76.71,70.44,78.44,39.5,16.03,0,76.702329
76.71,70.44,78.44,39.4,16.03,0,76.702329
76.71,70.44,78.44,39.3,16.03,0,76.702329
76.61,70.44,78.44,39.2,16.23,0,76.602339
76.71,70.44,78.44,39.3,16.13,0,76.702329
76.51,70.44,78.44,39.2,16.03,0,76.502349
76.61,70.44,78.44,39.2,16.13,0,76.602339
76.71,70.44,78.44,39.2,16.23,0,76.702329
76.61,70.44,78.44,40,16.13,0,76.602339
76.61,70.44,78.44,39.4,16.13,0,76.602339
76.71,70.44,78.44,39.4,16.42,0,76.702329
76.71,70.44,78.44,39.7,16.03,0,76.702329
76.61,70.44,78.44,39.5,16.13,0,76.602339
76.71,70.26,78.26,39.4,16.13,0,76.702329
76.71,70.44,78.44,39.3,16.23,0,76.702329
76.71,70.26,78.26,39.4,16.42,0,76.702329
76.71,70.44,78.44,39.3,16.52,0,76.702329
77.01,70.44,78.44,39.3,16.52,0,77.002299
76.61,70.26,78.26,39.2,16.52,0,76.602339
76.61,70.44,78.44,39.1,16.32,0,76.602339
76.61,70.44,78.44,39.2,16.52,0,76.602339
76.61,70.44,78.44,39.3,16.42,0,76.602339
76.51,70.26,78.26,39.3,16.42,0,76.502349
76.61,70.26,78.26,39.2,16.23,0,76.602339
76.61,70.26,78.26,39.2,16.03,0,76.602339
76.71,70.26,78.26,39.2,16.13,0,76.702329
76.61,70.26,78.26,39.1,16.13,0,76.602339
76.61,70.26,78.26,39.1,15.93,0,76.602339
76.71,70.26,78.26,39.1,16.03,0,76.702329
76.71,70.26,78.26,39.2,16.03,0,76.702329
76.71,70.26,78.26,39.1,15.93,0,76.702329
76.71,70.26,78.26,39.1,16.13,0,76.702329
76.71,70.26,78.26,39,16.23,0,76.702329
76.71,70.26,78.26,39.1,16.32,0,76.702329
76.71,70.26,78.26,39.1,16.42,0,76.702329
76.61,70.26,78.26,39.1,16.42,0,76.602339
76.71,70.26,78.26,39,15.93,0,76.702329
76.71,70.26,78.26,39.1,9.09,0,76.702329
76.61,70.26,78.26,39.2,9.09,0,76.602339
76.71,70.26,78.26,39.2,8.7,0,76.702329
76.71,70.08,78.08,39.2,8.7,0,76.702329
76.71,70.08,78.08,39.2,8.8,0,76.702329
76.61,70.26,78.26,39.2,8.8,0,76.602339
76.61,70.26,78.26,39.1,8.7,0,76.602339
76.71,70.26,78.26,39.2,8.02,0,76.702329
76.91,70.26,78.26,39.1,8.8,0,76.902309
76.71,70.26,78.26,39.1,8.7,0,76.702329
76.61,70.26,78.26,39.1,8.8,0,76.602339
76.71,70.26,78.26,39.1,8.8,0,76.702329
76.81,70.26,78.26,39.1,8.8,0,76.802319
76.71,70.26,78.26,39,8.8,0,76.702329
76.81,70.26,78.26,39,8.7,0,76.802319
76.81,70.26,78.26,39.4,8.8,0,76.802319
76.71,70.26,78.26,39.3,8.8,0,76.702329
76.71,70.26,78.26,39.1,8.5,0,76.702329
76.81,70.26,78.26,39.5,8.8,0,76.802319
76.71,70.26,78.26,39.1,8.41,0,76.702329
76.61,70.26,78.26,39.1,8.6,0,76.602339
76.81,70.26,78.26,39.1,8.6,0,76.802319
76.71,70.26,78.26,39,8.5,0,76.702329
76.71,70.44,78.44,38.9,8.5,0,76.702329
76.41,70.26,78.26,39.1,8.41,0,76.402359
76.71,70.26,78.26,38.9,8.6,0,76.702329
76.81,70.26,78.26,38.9,8.5,0,76.802319
76.71,70.44,78.44,38.8,8.7,0,76.702329
76.91,70.44,78.44,39,8.8,0,76.902309
76.71,70.44,78.44,39,8.8,0,76.702329
76.61,70.44,78.44,38.9,8.7,0,76.602339
76.71,70.44,78.44,39,8.7,0,76.702329
76.71,70.44,78.44,38.9,8.7,0,76.702329
76.71,70.26,78.26,38.8,16.52,0,76.702329
76.81,70.26,78.26,38.9,15.44,0,76.802319
76.91,70.26,78.26,39.4,16.52,0,76.902309
76.81,70.44,78.44,39.9,16.52,0,76.802319
76.81,70.26,78.26,39.4,16.62,0,76.802319
76.91,70.26,78.26,39.1,16.23,0,76.902309
76.81,70.26,78.26,39,16.52,0,76.802319
76.71,70.26,78.26,38.9,16.52,0,76.702329
76.81,70.26,78.26,38.8,16.72,0,76.802319
76.71,70.26,78.26,38.8,16.32,0,76.702329
76.71,70.26,78.26,38.8,16.42,0,76.702329
76.81,70.26,78.26,38.8,16.52,0,76.802319
76.81,70.26,78.26,38.8,16.62,0,76.802319
76.81,70.26,78.26,38.8,16.42,0,76.802319
76.71,70.26,78.26,38.9,16.72,0,76.702329
77.01,70.26,78.26,38.8,16.72,0,77.002299
-0.03,70.44,78.44,38.7,13.98,0,-0.029997
78.93,70.44,78.44,38.7,17.11,0,78.922107
78.43,70.44,78.44,38.9,16.72,0,78.422157
77.72,70.44,78.44,38.9,16.72,0,77.712228
77.72,70.44,78.44,38.9,16.81,0,77.712228
92.18,70.44,78.44,38.8,16.32,0,92.170782
101.58,70.44,78.44,38.9,16.72,0,101.569842
78.23,70.44,78.44,38.7,16.42,0,78.222177
77.72,70.44,78.44,38.7,16.03,0,77.712228
91.07,70.44,78.44,38.7,16.03,0,91.060893
83.38,70.44,78.44,38.6,8.21,0,83.371662
92.18,70.44,78.44,38.6,16.62,0,92.170782
93.9,70.44,78.44,39.5,16.62,0,93.89061
102.29,70.44,78.44,39,16.52,0,102.279771
99.36,70.44,78.44,38.8,16.62,0,99.350064
92.99,70.44,78.44,38.7,16.62,0,92.980701
100.77,70.44,78.44,38.7,16.62,0,100.759923
99.96,70.44,78.44,38.6,16.52,0,99.950004
92.99,70.44,78.44,38.7,16.42,0,92.980701
101.28,70.44,78.44,38.6,16.52,0,101.269872
93.09,70.44,78.44,38.6,16.42,0,93.080691
102.29,70.44,78.44,38.5,16.52,0,102.279771
92.68,70.44,78.44,38.6,16.13,0,92.670732
93.39,70.44,78.44,38.6,16.23,0,93.380661
102.29,70.44,78.44,38.5,16.32,0,102.279771
96.73,70.44,78.44,38.4,16.32,0,96.720327
97.64,70.44,78.44,38.4,16.32,0,97.630236
92.68,70.44,78.44,38.4,16.23,0,92.670732
